prov_ubie;cant_ubie;parr_ubie;clase;tipo;entidad;sector;dotmedic;dotcirug;dotginob;dotpedia;dotcardi;dotneumo;dotpsiqu;dottraum;dotinfec;dotoftal;doturolo;dotgast;dototrse;dotserin;dotemerg;dotcinte;dismedic;discirug;disginob;dispedia;discardi;disneumo;dispsiqu;distraum;disinfec;disoftal;disurolo;disgast;disotrse;disserin;disemerg;discinte;camas_dnor;camas_disp;falmen48;falmas48;dia_estad;dias_cdis;totegres
14;1406;140650;1;5;1;1;16;8;14;12;0;0;0;0;0;0;0;0;0;0;0;0;16;8;14;12;0;0;0;0;0;0;0;0;0;0; ; ;50;50;8;17;11498;18250;3113
14;1409;140950;1;5;1;1;3;0;3;4;0;0;0;0;0;0;0;0;0;0;13;0;3;0;3;4;0;0;0;0;0;0;0;0;0;0; ; ;10;10;0;0;2285;3650;680
14;1401;140150;1;5;6;1;0;4;4;5;0;0;0;2;0;0;2;0;5;0;0;0;0;4;4;5;0;0;0;2;0;0;2;0;5;0; ; ;22;22;5;1;3327;8030;1053
15;1501;150150;2;1;1;1;21;22;22;19;0;0;0;0;0;0;0;0;12;0;0;0;21;22;22;19;0;0;0;0;0;0;0;0;12;0; ; ;96;96;4;21;19396;35040;6041
15;1507;150750;1;5;1;1;11;7;10;3;0;0;0;0;0;0;0;0;0;0;0;0;11;7;10;3;0;0;0;0;0;0;0;0;0;0; ; ;31;31;0;4;1811;11315;604
15;1503;150350;1;5;18;2;16;6;7;8;0;0;0;8;2;0;0;0;0;0;0;0;16;6;7;8;0;0;0;8;2;0;0;0;0;0; ; ;47;47;0;4;2953;17155;809
15;1504;150450;1;5;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;926; ;293
16;1601;160150;2;1;1;1;22;18;36;26;0;0;0;10;0;0;0;0;0;0;17;3;21;17;34;25;0;0;0;10;0;0;0;0;0;0; ; ;112;107;17;33;23603;39055;6564
16;1601;160150;1;5;6;1;6;5;6;2;0;0;0;5;0;0;0;0;0;0;0;0;6;5;6;2;0;0;0;5;0;0;0;0;0;0; ; ;24;24;5;7;6337;8760;1985
16;1601;160150;1;5;3;1;10;4;4;6;0;0;0;6;0;0;0;0;0;0;0;0;10;4;4;6;0;0;0;6;0;0;0;0;0;0; ; ;30;30;0;0;893;10950;332
17;1701;170101;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;99; ; ;99;99;14;56;22432;36234;4463
17;1701;170113;4;1;1;1;0;0;194;55;0;0;0;0;0;0;0;0;0;0;4;14;0;0;164;55;0;0;0;0;0;0;0;0;0;0; ; ;249;219;27;52;67792;79935;10739
17;1701;170113;11;1;1;1;37;137;11;0;16;26;0;53;0;21;18;18;79;0;0;0;33;131;11;0;16;20;0;49;0;21;17;17;77;0; ; ;416;392;33;272;107346;143080;13590
17;1701;170123;5;1;1;1;71;30;0;21;0;0;0;30;25;0;0;0;90;0;28;13;64;29;0;15;0;0;0;30;18;0;0;0;83;0; ; ;267;239;16;165;80873;87235;8914
17;1701;170107;2;1;1;1;52;50;76;71;0;0;0;36;12;2;10;0;20;0;0;0;43;51;70;68;0;0;0;36;12;2;10;0;20;0; ; ;329;312;32;196;78933;113880;12378
17;1701;170106;2;1;1;1;60;60;40;17;0;11;0;37;7;0;0;0;22;0;56;4;54;54;33;17;0;11;0;37;8;0;0;0;17;0; ; ;254;231;32;137;68557;84315;10401
17;1701;170106;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0; ; ;46;46;42;123;12569;16790;1139
17;1702;170202;1;5;1;1;4;5;9;7;0;0;0;0;0;0;0;0;0;0;0;0;4;5;9;7;0;0;0;0;0;0;0;0;0;0; ; ;25;25;2;2;7138;9125;2392
17;1701;170185;1;5;1;1;6;8;12;6;0;0;0;0;0;0;0;0;0;0;0;0;6;8;12;6;0;0;0;0;0;0;0;0;0;0; ; ;32;32;2;5;7139;11680;3038
17;1705;170550;1;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17; ; ;20;17;0;2;4830;6205;2177
17;1703;170350;1;5;1;1;1;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;1;4;7;3;0;0;0;0;0;0;0;0;0;0; ; ;15;15;1;4;4939;5475;1964
17;1701;170169;1;5;1;1;4;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;7;4;0;0;0;0;0;0;0;0;0;0; ; ;15;15;0;1;1966;5475;598
17;1701;170156;6;2;1;1;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;0;0;0; ; ;146;131;0;0;45422;47815;228
17;1701;170130;11;1;6;1;14;62;67;62;21;28;10;49;18;18;33;22;197;0;56;42;14;62;67;59;24;28;10;43;18;22;33;21;199;0; ; ;601;600;41;363;205006;219610;29621
17;1701;170113;11;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;224;13;12;0;0;0;0;0;0;0;0;0;0;0;0;0;208; ; ;224;208;37;160;56940;76236;10037
17;1701;170126;2;1;18;2;0;0;0;11;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;76; ; ;89;87;4;41;17542;31916;4513
18;1801;180105;2;1;1;1;77;60;66;43;0;0;0;35;0;0;0;0;10;0;0;0;50;40;43;42;0;0;0;20;0;0;0;0;10;0; ; ;291;205;80;319;67048;74825;14865
18;1802;180250;1;5;1;1;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;2;0;0;0;0;0;0;0;0;0;0; ; ;10;10;0;4;1846;3650;525
18;1807;180750;1;5;1;1;7;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;7;0;9;3;0;0;0;0;0;0;0;0;0;0; ; ;19;19;0;1;4068;6935;1567
18;1808;180850;1;5;1;1;11;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;11;0;6;3;0;0;0;0;0;0;0;0;0;0; ; ;20;20;3;2;3435;7300;1215
18;1801;180150;2;1;6;1;35;31;36;41;5;0;1;26;0;5;12;2;19;0;16;0;35;31;36;41;5;0;1;26;0;5;12;2;19;0; ; ;213;213;52;215;69876;77745;14005
18;1801;180150;1;5;11;1;16;6;6;20;0;0;0;0;0;0;0;0;12;0;0;0;16;6;6;20;0;0;0;0;0;0;0;0;12;0; ; ;60;60;2;4;4287;21900;1919
19;1901;190150;2;1;1;1;16;11;13;17;0;0;0;0;0;0;0;0;0;0;0;0;16;11;13;17;0;0;0;0;0;0;0;0;0;0; ; ;57;57;1;11;11068;20805;3847
19;1905;190550;1;5;1;1;4;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;4;0;0;0;0;0;0;0;0;0;0; ; ;15;15;4;5;3878;5475;1704
19;1902;190250;1;5;1;1;6;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;3;0;0;0;0;0;0;0;0;0;0; ; ;15;15;0;2;2121;5475;711
21;2101;210150;2;1;1;1;5;6;14;15;0;0;0;0;0;0;0;0;0;0;0;0;5;6;14;15;0;0;0;0;0;0;0;0;0;0; ; ;40;40;16;74;23875;14600;6904
21;2104;210450;1;5;1;1;8;4;12;8;0;0;0;0;0;0;0;0;0;0;0;0;8;4;12;8;0;0;0;0;0;0;0;0;0;0; ; ;32;32;2;1;7212;11680;2719
22;2201;220150;2;1;1;1;11;11;22;16;0;0;0;0;0;0;0;0;0;0;0;0;11;11;22;16;0;0;0;0;0;0;0;0;0;0; ; ;60;60;6;17;17014;21900;5182
22;2202;220250;1;5;1;1;10;5;3;5;0;0;0;0;0;0;0;0;0;0;0;0;10;5;3;5;0;0;0;0;0;0;0;0;0;0; ; ;23;23;0;0;165;8395;80
22;2201;220150;1;5;3;1;8;4;3;3;0;0;0;8;0;0;0;0;0;0;0;0;8;4;3;3;0;0;0;8;0;0;0;0;0;0; ; ;26;26;0;0;1214;9490;318
23;2301;230107;2;1;1;1;0;20;32;0;0;0;0;9;0;0;0;0;20;0;0;0;0;20;32;0;0;0;0;9;0;0;0;0;20;0; ; ;81;81;17;55;28262;29565;10286
24;2403;240350;1;5;1;1;3;4;6;2;0;0;0;0;0;0;0;0;0;0;0;0;3;4;6;2;0;0;0;0;0;0;0;0;0;0; ; ;15;15;0;3;3712;5475;1777
24;2402;240250;1;5;1;1;6;6;6;4;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;4;0;0;0;0;0;0;0;0;0;0; ; ;22;22;3;1;4811;8030;1826
24;2401;240150;2;1;1;1;28;21;26;18;0;0;0;0;0;0;0;0;23;0;0;6;28;21;26;18;0;0;0;0;0;0;0;0;23;0; ; ;116;116;61;180;29644;42340;8209
24;2401;240156;1;5;6;1;6;6;13;9;1;0;0;2;0;1;2;0;6;0;0;0;6;6;13;9;1;0;0;2;0;1;2;0;6;0; ; ;46;46;7;15;11395;16836;3059
24;2401;240154;1;5;1;1;6;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;6;1;5;3;0;0;0;0;0;0;0;0;0;0; ; ;15;15;1;0;2677;5475;1260
23;2301;230102;2;1;1;1;45;0;0;20;0;0;0;0;8;0;0;0;0;0;0;0;50;0;0;20;0;0;0;0;3;0;0;0;0;0; ; ;73;73;16;86;21054;26645;2515
09;0901;090150;12;3;18;2;1;1;1;1;0;0;0;0;0;0;0;0;0;3;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;3; ; ;7;7;0;0;40;2562;40
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;154;2928;48
09;0901;090150;12;3;18;2;2;3;3;2;0;0;0;3;0;0;0;0;1;0;2;0;2;3;3;4;0;0;0;3;0;0;0;0;1;0; ; ;14;16;0;0;10;5860;8
20;2001;200150;2;1;1;1;8;5;6;4;0;0;0;0;0;0;0;0;0;0;4;11;8;5;6;4;0;0;0;0;0;0;0;0;0;0; ; ;23;23;3;7;2472;8395;644
20;2003;200350;1;5;1;1;4;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;3;0;0;0;0;0;0;0;0;0;0; ; ;15;15;8;7;3060;5475;1186
13;1311;131150;1;5;1;1;8;8;8;8;0;0;0;0;0;0;0;0;0;0;4;0;8;8;8;8;0;0;0;0;0;0;0;0;0;0; ; ;32;32;3;1;2556;11680;1047
17;1701;170150;2;1;6;1;0;0;0;26;0;0;0;0;0;0;0;0;0;128;0;6;0;0;0;21;0;0;0;0;0;0;0;0;0;128; ; ;154;149;27;101;43228;54544;12055
23;2301;230150;2;1;6;1;33;21;29;20;0;0;0;6;0;0;6;0;12;0;0;6;33;21;29;20;0;0;0;6;0;0;6;0;12;0; ; ;127;127;16;124;40700;46482;9400
07;0709;070950;1;5;3;1;13;4;4;3;0;0;0;4;0;0;0;0;2;0;0;0;13;4;4;3;0;0;0;4;0;0;0;0;2;0; ; ;30;30;2;3;1472;9220;375
11;1101;110150;1;5;3;1;20;7;4;4;0;0;0;5;0;0;0;0;0;0;0;0;20;7;4;4;0;0;0;5;0;0;0;0;0;0; ; ;40;40;3;5;2306;14640;739
08;0801;080150;1;5;3;1;6;2;5;9;0;0;0;4;0;0;0;0;0;0;0;0;6;2;5;9;0;0;0;4;0;0;0;0;0;0; ; ;26;26;0;0;1158;9516;292
13;1308;130850;1;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14; ; ;14;14;1;0;1459;4936;842
13;1308;130850;12;3;18;2;0;0;0;0;22;0;0;0;0;0;4;2;10;0;2;0;0;0;0;0;22;0;0;0;0;0;4;2;10;0; ; ;38;38;26;45;4931;13908;884
13;1301;130150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32; ; ;32;32;0;1;802;11712;592
13;1308;130850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;21;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;21; ; ;21;21;0;5;1627;7798;752
23;2301;230150;12;3;18;2;0;0;0;13;0;0;0;0;0;0;0;0;0;26;4;0;0;0;0;13;0;0;0;0;0;0;0;0;0;26; ; ;39;39;1;4;3157;15674;1359
23;2301;230150;12;3;18;2;0;2;2;13;0;0;0;0;0;0;0;0;0;23;0;0;0;2;2;13;0;0;0;0;0;0;0;0;0;23; ; ;40;40;1;0;1747;14640;565
23;2301;230150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;6;45;6;6;0;0;0;3;0;0;0;0;0;0;0;0;6;46; ; ;54;55;20;74;18285;20254;2613
23;2301;230150;12;3;18;2;5;3;2;2;2;1;0;2;0;0;0;1;0;3;4;0;5;3;2;2;2;1;0;2;0;0;0;1;0;3; ; ;21;21;2;1;1888;7707;746
02;0201;020150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;214;2200;154
09;0923;092350;2;1;17;3;19;2;0;3;0;0;0;0;0;0;0;0;0;0;6;0;19;2;0;3;0;0;0;0;0;0;0;0;0;0; ; ;24;24;0;0;712;8784;301
09;0912;091250;12;3;18;2;3;3;0;0;0;0;0;0;0;0;0;0;0;7;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;7; ; ;13;13;0;0;557;4758;363
09;0924;092450;12;3;18;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0; ; ;7;7;0;0;280;2562;187
09;0904;090450;12;3;18;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;0;83;2196;41
09;0904;090450;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;93;2936;69
09;0904;090450;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;7;7;0;0;51;2562;51
09;0908;090850;12;3;18;2;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5; ; ;10;10;1;0;549;3660;433
12;1205;120550;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;271;3660;121
12;1207;120750;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;1;458;2928;381
12;1207;120750;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9; ; ;10;10;0;0;58;3660;55
12;1201;120150;12;3;18;2;4;4;2;5;0;0;0;3;0;0;0;0;0;8;3;5;4;4;2;9;0;0;0;3;0;0;0;0;0;8; ; ;26;30;4;51;4462;10891;1074
24;2403;240350;12;3;18;2;5;0;6;2;1;0;0;2;0;0;0;0;0;0;4;0;5;0;6;2;1;0;0;2;0;0;0;0;0;0; ; ;16;16;0;0;703;5856;688
24;2403;240352;12;3;18;2;10;6;6;7;2;2;0;4;1;2;2;2;4;2;4;4;10;6;6;7;2;2;0;4;1;2;2;2;4;2; ; ;50;50;37;8;5461;18300;2447
24;2402;240250;12;3;18;2;3;1;4;0;0;0;0;1;0;0;0;0;0;9;1;0;3;1;4;0;0;0;0;1;0;0;0;0;0;9; ; ;18;18;0;0;477;3294;402
24;2402;240250;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;0;0;54;3294;37
24;2402;240250;12;3;18;2;16;1;2;3;1;0;0;1;0;1;1;0;0;0;0;0;16;1;2;3;1;0;0;1;0;1;1;0;0;0; ; ;26;26;14;1;556;9516;322
24;2402;240250;12;3;18;2;5;3;5;7;0;0;0;1;0;0;1;1;0;3;2;0;5;3;5;7;0;0;0;1;0;0;1;1;0;3; ; ;26;26;4;2;1085;9516;622
24;2402;240250;12;3;18;2;8;3;3;4;0;0;0;0;0;0;0;0;0;0;1;0;8;3;3;4;0;0;0;0;0;0;0;0;0;0; ; ;18;18;0;0;881;6588;448
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;0;0;188;4056;102
24;2401;240150;12;3;18;2;8;12;8;8;0;0;0;0;0;0;0;0;0;0;2;0;8;12;8;8;0;0;0;0;0;0;0;0;0;0; ; ;36;36;1;1;1952;13176;998
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74; ; ;74;74;43;75;12504;27084;4315
01;0101;010150;11;1;18;2;7;5;2;4;2;2;0;2;2;1;2;1;0;0;0;0;7;5;2;4;2;2;0;2;2;1;2;1;0;0; ; ;30;30;5;21;6895;10980;3133
01;0101;010150;11;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;46;10;18;0;0;0;0;0;0;0;0;0;0;0;0;0;46; ; ;46;46;3;19;4846;16836;1518
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;28;5;17;0;0;0;0;0;0;0;0;0;0;0;0;0;28; ; ;28;28;12;41;8617;10248;1791
01;0101;010150;12;3;18;2;5;4;2;10;1;2;1;3;1;1;3;1;0;0;0;0;10;6;4;8;1;4;1;3;2;1;3;3;0;0; ; ;34;46;3;5;5595;16155;2034
01;0101;010150;12;3;18;2;2;5;1;1;0;0;0;2;0;1;2;1;1;0;0;0;3;5;1;1;0;0;0;2;0;2;1;0;1;0; ; ;16;16;4;6;2574;5856;1483
01;0101;010150;12;3;18;2;2;2;12;24;0;0;0;0;0;0;0;0;0;2;0;0;2;2;12;24;0;0;0;0;0;0;0;0;0;2; ; ;42;42;0;10;9992;15330;2893
01;0101;010150;12;3;18;2;0;0;0;0;0;0;29;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;44;0; ; ;72;75;0;1;22355;27150;439
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;6;7;2783;4392;1267
01;0101;010150;2;1;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19; ; ;19;19;3;4;831;6954;354
11;1101;110150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12; ; ;15;15;2;1;1403;4392;456
11;1101;110150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;27; ; ;29;29;5;16;4890;10614;1946
11;1101;110150;2;1;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;14; ; ;14;14;0;0;880;5096;493
11;1101;110150;12;3;18;2;4;4;3;2;0;0;0;0;0;0;0;0;0;2;0;0;4;4;3;2;0;0;0;0;0;0;0;0;0;2; ; ;15;15;4;1;1398;5580;839
11;1101;110150;12;3;18;2;1;1;1;3;1;1;0;1;0;1;1;1;3;1;0;0;1;1;1;3;1;1;0;1;0;1;1;1;3;1; ; ;16;16;1;2;588;5856;330
11;1101;110150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14; ; ;16;16;0;0;1790;5856;953
07;0701;070150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;43; ; ;46;46;0;4;5649;11025;1761
07;0701;070150;12;3;18;2;0;0;0;5;0;0;0;0;0;0;0;0;0;20;2;7;0;0;0;5;0;0;0;0;0;0;0;0;0;20; ; ;25;25;12;27;2850;6265;793
07;0701;070150;12;3;18;2;0;0;0;4;0;0;0;0;2;0;0;0;0;24;0;4;0;0;0;4;0;0;0;0;2;0;0;0;0;24; ; ;30;30;8;22;9657;8591;2389
09;0901;090150;12;3;18;2;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;0;0; ; ;154;154;0;1;47681;56364;1122
09;0901;090150;12;3;18;2;0;6;0;22;6;0;0;0;0;0;0;0;54;0;10;26;0;6;0;22;6;0;0;0;0;0;0;0;54;0; ; ;88;88;19;139;27308;35808;6818
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133; ; ;133;133;30;139;26320;47673;6265
09;0901;090150;12;3;18;2;0;0;0;6;0;0;0;0;0;0;0;0;0;69;20;28;0;0;0;6;0;0;0;0;0;0;0;0;0;69; ; ;75;75;40;116;19551;27450;3526
09;0921;092150;12;3;18;2;0;0;0;5;0;0;0;30;0;0;0;0;0;0;4;1;0;0;0;5;0;0;0;30;0;0;0;0;0;0; ; ;35;35;0;1;4552;12810;1150
09;0910;091050;12;3;18;2;0;0;2;1;0;0;0;5;0;0;0;0;0;20;3;10;0;0;2;1;0;0;0;5;0;0;0;0;0;20; ; ;28;28;0;2;2760;10248;1029
09;0901;090150;12;3;18;2;14;5;0;0;0;0;0;0;0;0;0;0;0;8;5;8;14;5;0;0;0;0;0;0;0;0;0;0;0;8; ; ;27;27;12;26;4773;9882;1807
09;0901;090150;12;3;18;2;0;3;1;4;0;0;0;1;0;0;0;0;0;25;3;10;0;3;1;4;0;0;0;1;0;0;0;0;0;25; ; ;34;34;4;75;8656;12444;2357
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;647;3660;393
17;1701;170150;12;3;18;2;0;0;20;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;23;0;0;0;0;0;0;0;0;0;0; ; ;43;43;2;0;7357;15738;3101
17;1701;170150;12;3;18;2;0;0;0;9;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;39; ; ;62;48;3;5;2668;17568;1004
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;1;1;228;3660;118
17;1701;170150;12;3;18;2;1;5;0;6;1;7;0;4;3;0;1;1;0;0;3;5;1;5;0;6;1;7;0;4;3;0;1;1;0;0; ; ;29;29;13;60;5381;10614;581
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;25; ; ;25;25;12;45;7121;9150;1438
17;1701;170150;12;3;18;2;2;8;1;2;0;0;0;2;0;0;1;0;0;0;3;2;2;8;1;2;0;0;0;2;0;0;1;0;0;0; ; ;16;16;2;1;2322;5856;981
17;1701;170150;12;3;18;2;13;2;1;5;0;0;0;0;0;0;0;1;0;0;3;0;13;2;1;5;0;0;0;0;0;0;0;1;0;0; ; ;22;22;2;1;2087;8052;1026
17;1701;170184;12;3;18;2;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0; ; ;12;12;2;2;1809;4392;794
17;1701;170150;12;3;18;2;0;0;0;11;0;0;0;0;0;0;0;0;0;20;2;2;0;0;0;11;0;0;0;0;0;0;0;0;0;20; ; ;31;31;0;0;3693;11346;2606
17;1701;170150;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;63; ; ;66;63;11;96;18457;23127;4192
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;17;0;0;0;0;0;0;0;0;0;0;0;0;6;3; ; ;9;9;16;107;4811;3294;296
17;1701;170150;12;3;18;2;0;0;0;0;0;0;25;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;70;0; ; ;110;90;5;79;23677;32880;338
17;1701;170150;12;3;18;2;0;0;0;6;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;9; ; ;15;15;1;1;489;5490;311
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;19; ; ;19;19;9;10;2995;6954;791
17;1701;170150;12;3;18;2;42;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;42;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;42;42;16;24;12651;15372;5064
