prov_ubie;cant_ubie;parr_ubie;clase;tipo;entidad;sector;dotmedic;dotcirug;dotginob;dotpedia;dotcardi;dotneumo;dotpsiqu;dottraum;dotinfec;dotoftal;doturolo;dotgast;dototrse;dotserin;dotemerg;dotcinte;dismedic;discirug;disginob;dispedia;discardi;disneumo;dispsiqu;distraum;disinfec;disoftal;disurolo;disgast;disotrse;disserin;disemerg;discinte;camas_dnor;camas_disp;falmen48;falmas48;dia_estad;dias_cdis;totegres
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31; ; ;31;31;1;8;4580;8494;533
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;1;0;930;5490;488
17;1701;170150;12;3;18;2;0;0;0;21;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;20; ; ;45;41;20;62;12982;15158;1954
17;1701;170150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7; ; ;10;10;0;0;1579;3660;889
17;1701;170150;2;1;18;2;0;0;0;8;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;20; ; ;28;28;4;6;3368;10248;1068
17;1701;170157;2;1;18;2;16;20;8;27;5;5;2;8;2;5;5;0;16;0;0;0;16;20;8;27;5;5;2;8;2;5;5;0;16;0; ; ;119;119;16;48;16854;43554;3847
17;1701;170157;2;1;18;2;8;2;2;14;4;1;0;23;13;1;5;1;9;6;11;12;6;2;2;6;2;1;0;12;4;2;3;1;6;5; ; ;89;52;8;18;6691;18257;1970
17;1701;170150;2;1;18;2;0;0;0;10;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;122; ; ;140;132;17;55;32395;48174;11124
17;1701;170150;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;75;18;10;0;0;0;0;0;0;0;0;0;0;0;0;0;75; ; ;75;75;13;42;18095;27450;5857
17;1701;170150;12;3;18;2;0;0;0;0;0;0;199;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;48;0; ; ;247;247;6;81;125095;90402;611
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70; ; ;70;70;3;7;7436;25620;3444
17;1701;170150;12;3;18;2;48;6;15;6;0;0;0;0;0;0;0;0;0;0;0;6;48;6;15;6;0;0;0;0;0;0;0;0;0;0; ; ;75;75;8;10;16409;27450;5799
17;1701;170150;8;2;15;3;0;50;0;46;0;0;0;0;0;0;0;0;68;0;0;0;0;50;0;46;0;0;0;0;0;0;0;0;68;0; ; ;164;164;21;101;31151;60024;6586
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;0;0;4;2184;4
09;0901;090150;12;3;18;2;0;5;0;0;0;0;0;36;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;36;0;0;0;0;0;0; ; ;41;41;0;0;192;14924;68
01;0101;010150;12;3;18;2;6;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;6;4;0;1;0;0;0;0;0;0;0;0;0;1; ; ;12;12;1;0;1;4392;1
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11; ; ;11;11;0;0;100;4026;53
17;1701;170150;12;3;18;2;0;0;0;0;2;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;12; ; ;14;14;0;1;1254;5124;780
23;2301;230150;12;3;17;3;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13; ; ;14;14;0;0;335;5124;206
07;0701;070150;12;3;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;62; ;32
17;1701;170150;12;3;18;2;0;0;0;4;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;8;0; ; ;12;12;0;0;257;4392;171
23;2301;230150;12;3;18;2;0;0;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;0;0;0;0;0;0;0;0;0;0; ; ;16;16;0;0;236;5856;154
23;2301;230150;12;3;18;2;0;0;0;6;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;29; ; ;35;35;10;6;3647;12810;1743
03;0301;030150;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10; ; ;11;11;0;1;890;4026;527
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;157;2928;60
09;0906;090650;12;3;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;135;2134;60
07;0701;070150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18; ; ;18;18;5;1;2128;5195;1210
12;1205;120550;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8; ; ;10;10;0;0;106;3660;55
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;0;0;830;4392;466
23;2301;230150;12;3;18;2;0;0;3;8;0;0;0;0;0;0;0;0;0;20;4;3;0;0;3;8;0;0;0;0;0;0;0;0;0;20; ; ;31;31;3;1;2537;11346;780
21;2101;210150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;72;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72; ; ;72;72;12;34;10090;26352;3121
17;1701;170157;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;12;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12; ; ;13;13;0;0;790;4758;447
01;0101;010150;12;3;18;2;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0; ; ;10;10;2;2;825;3660;401
01;0101;010150;12;3;18;2;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0; ; ;10;10;2;3;2359;3660;1571
09;0901;090150;13;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ; ;2;2;0;0;21;732;16
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;19;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;19; ; ;19;19;9;15;4853;6954;2913
09;0911;091150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;0;0;29;1464;20
07;0701;070150;12;3;18;2;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0; ; ;7;7;0;0;28;2554;12
07;0701;070150;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3; ; ;4;4;3;0;131;1371;96
07;0706;070650;12;3;18;2;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3; ; ;6;6;0;0;28;2171;25
12;1201;120150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14; ; ;14;14;0;0;50;5124;39
12;1201;120150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;63;3660;48
13;1308;130850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;1032;2196;964
23;2301;230150;13;1;18;2;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0; ; ;9;9;0;0;49;1597;39
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ; ;2;2;0;0;6;732;4
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14; ; ;14;14;2;1;3061;4753;1774
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;0;0;91;1464;42
09;0901;090150;12;3;17;3;0;0;22;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;22;5;0;0;0;0;0;0;0;0;2;0; ; ;29;29;0;0;3450;10614;2072
23;2302;230250;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;6;4;0;0;26;1402;24
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1; ; ;1;1;0;0;52;366;34
09;0906;090650;12;3;18;2;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;8;0;0;0;0;0;0;0;0;0;0;0; ; ;12;12;0;0;1143;4392;1113
07;0701;070150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;5;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;5; ; ;8;8;0;0;148;4026;97
12;1201;120150;12;3;18;2;0;0;7;4;0;0;0;0;0;0;0;0;0;10;3;0;0;0;7;4;0;0;0;0;0;0;0;0;0;10; ; ;21;21;1;0;1236;7686;722
12;1201;120150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;0;81;1830;47
23;2302;230250;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;107;3660;105
17;1701;170150;12;3;18;2;0;0;0;4;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;20; ; ;24;24;2;0;5804;8784;2887
17;1701;170150;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7; ; ;8;8;2;1;70;2928;52
03;0301;030150;12;3;18;2;12;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;1; ; ;14;14;2;1;2201;5124;1484
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;157;2928;157
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;7;7;0;0;430;2562;392
12;1201;120150;12;3;18;2;0;0;0;8;0;0;0;0;0;0;0;0;0;15;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;15; ; ;23;23;2;0;834;8418;453
12;1201;120150;13;1;18;2;4;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;6;0;0;0;0;0;0;0;0;0;0;0; ; ;10;10;0;0;171;3660;107
09;0901;090150;12;3;18;2;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;4;0;0;0;0;0;0;0;0;0;0;0; ; ;10;10;0;0;341;3660;230
17;1701;170150;12;3;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51; ; ;51;51;6;69;11370;18666;82
17;1701;170150;12;3;18;2;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0; ; ;8;8;0;0;179;2928;123
08;0801;080150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;1;0;187;3294;166
17;1701;170150;12;3;18;2;1;1;5;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;5;1;0;1;0;0;0;0;1;0;0;0; ; ;10;10;0;0;187;3660;116
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;1;0;336;1830;209
11;1101;110150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;1;0;164;2196;51
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;23;2928;20
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;283;3660;103
07;0701;070150;12;3;18;2;4;4;2;2;1;0;0;1;0;0;0;0;0;0;0;0;4;4;2;2;1;0;0;1;0;0;0;0;0;0; ; ;14;14;0;0;385;4915;197
09;0908;090850;12;3;18;2;0;0;6;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;7; ; ;14;14;0;0;286;5124;261
17;1701;170155;2;1;1;1;42;53;34;43;0;0;0;0;0;0;0;0;0;0;0;0;39;29;29;40;0;0;0;0;0;0;0;0;0;0; ; ;172;137;35;123;38173;50005;7488
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;2;0;963;3660;722
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;18; ; ;19;18;5;4;1255;6679;469
10;1001;100150;12;3;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;8; ;4
10;1001;100150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6; ; ;8;8;0;0;63;2928;63
10;1001;100150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;14;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;14; ; ;16;16;2;0;1021;5856;595
10;1002;100250;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;7;7;2;1;349;2562;187
04;0401;040150;12;3;18;2;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;0;0;0;0;0;0;0;0;0;0;0; ; ;10;10;0;0;282;3660;229
04;0401;040150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8; ; ;10;10;0;0;341;3660;266
21;2101;210150;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3; ; ;4;4;0;0;3;240;3
21;2101;210150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;0;0;715;3355;466
21;2101;210150;12;3;18;2;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;0;0;0;0;0; ; ;7;7;0;0;77;2562;62
08;0801;080150;12;3;18;2;1;2;3;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;3;1;0;0;0;1;0;0;0;0;0;0; ; ;8;8;1;0;782;2928;478
08;0801;080150;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10; ; ;11;11;0;0;423;4026;283
08;0801;080150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;407;3660;376
08;0804;080450;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11; ; ;11;11;0;0;287;4026;255
08;0804;080450;12;3;18;2;0;2;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;9; ; ;11;11;0;0;344;4026;304
17;1701;170156;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8; ; ;10;10;1;1;645;3660;434
17;1701;170150;12;3;18;2;0;0;0;6;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;8; ; ;14;14;0;0;301;5124;160
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;1;0;293;2928;175
17;1701;170180;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10; ; ;12;12;0;1;242;4392;98
17;1701;170150;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11; ; ;12;12;0;0;291;4392;204
10;1001;100150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;16;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;16; ; ;18;18;5;1;1587;6588;992
10;1001;100150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;229;2928;228
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11; ; ;11;11;1;0;545;4026;360
17;1701;170150;12;3;18;2;0;0;25;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;24;0;0;0;0;0;0;0;0;0;0; ; ;49;49;0;0;3773;17873;1994
17;1701;170150;12;3;18;2;3;2;2;1;1;1;1;1;0;0;1;0;0;0;0;0;3;2;2;1;1;1;1;1;0;0;1;0;0;0; ; ;13;13;0;0;904;4758;644
10;1001;100150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18; ; ;18;18;1;3;2567;6588;1322
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;20; ; ;23;20;31;74;6212;7322;1661
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;0;0;2397;3294;1318
17;1701;170150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;2;17;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;17; ; ;22;22;0;0;1467;8052;868
17;1701;170150;12;3;18;2;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;0;56;2196;39
17;1701;170150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7; ; ;9;9;1;1;1020;3294;568
17;1701;170150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;12; ; ;15;15;0;0;2725;5490;1370
17;1701;170150;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;7;7;0;0;537;2562;301
05;0501;050150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;12; ; ;14;14;1;0;687;5110;444
05;0501;050150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11; ; ;11;11;2;1;708;4015;457
05;0501;050103;12;3;18;2;0;0;0;7;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;9; ; ;16;16;0;0;1369;434;748
05;0505;050550;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;0;0;183;1460;119
05;0505;050550;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;7;7;1;0;614;2555;376
06;0601;060150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;7;7;0;1;738;2555;410
06;0601;060150;1;5;18;2;2;1;2;0;0;0;0;2;0;0;0;0;0;8;1;2;2;1;2;0;0;0;0;2;0;0;0;0;0;8; ; ;15;15;1;1;1823;5475;903
06;0601;060150;1;5;18;2;4;2;1;2;0;0;0;0;0;0;0;0;0;0;1;0;4;2;1;2;0;0;0;0;0;0;0;0;0;0; ; ;9;9;2;0;287;3285;183
18;1801;180150;1;5;18;2;4;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;2;0;0;0;0;0;0;0;0;0;0; ; ;14;14;0;2;464;5110;326
18;1801;180150;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;0;134;1825;73
18;1801;180150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11; ; ;11;11;3;2;952;4015;475
06;0601;060150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;1;2;1261;5475;686
09;0901;090150;2;1;18;2;53;6;6;6;16;2;0;8;2;0;9;6;0;0;7;12;53;6;6;6;16;2;0;8;2;0;9;6;0;0; ; ;114;114;23;97;19628;41724;3627
09;0901;090150;12;3;18;2;49;0;11;36;0;0;0;0;5;0;0;0;0;0;7;10;49;0;11;36;0;0;0;0;5;0;0;0;0;0; ; ;101;101;9;82;16962;36966;3939
09;0916;091650;12;3;18;2;13;5;0;9;0;0;0;0;0;0;0;0;0;0;0;0;13;5;0;9;0;0;0;0;0;0;0;0;0;0; ; ;27;27;3;1;2362;4678;985
17;1701;170111;4;1;1;1;0;0;170;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;41;0; ; ;210;83;12;31;20077;30295;5749
13;1301;130150;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;7;7;1;0;322;644;298
12;1205;120501;12;3;18;2;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0; ; ;4;4;0;0;24;612;22
09;0901;090112;2;1;13;3;0;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;0;0;0;0;0;0;0;0;0;0;0; ; ;247;247;40;174;89414;28774;24635
23;2301;230150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;41;3660;39
13;1314;131402;12;3;18;2;0;0;6;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;8; ; ;14;14;0;0;130;3836;32
09;0901;090150;12;3;18;2;5;1;2;2;2;0;0;7;0;0;0;0;0;9;0;0;5;1;2;2;2;0;0;7;0;0;0;0;0;9; ; ;28;28;0;0;135;3294;84
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;5;0;431;2920;262
09;0901;090150;12;3;18;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0; ; ;3;3;0;0;13;363;13
23;2301;230150;12;3;18;2;0;5;8;4;0;0;0;0;8;0;0;0;0;105;8;12;0;5;8;4;0;0;0;0;8;0;0;0;0;105; ; ;130;130;1;0;1802;47580;711
13;1304;130450;12;3;18;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0; ; ;5;5;0;0;120;1830;118
13;1301;130150;12;3;18;2;0;2;3;2;0;0;0;0;0;0;0;0;0;7;2;0;0;2;3;2;0;0;0;0;0;0;0;0;0;7; ; ;14;14;0;1;369;1701;236
