prov_ubie;cant_ubie;parr_ubie;clase;tipo;entidad;sector;dotmedic;dotcirug;dotginob;dotpedia;dotcardi;dotneumo;dotpsiqu;dottraum;dotinfec;dotoftal;doturolo;dotgast;dototrse;dotserin;dotemerg;dotcinte;dismedic;discirug;disginob;dispedia;discardi;disneumo;dispsiqu;distraum;disinfec;disoftal;disurolo;disgast;disotrse;disserin;disemerg;discinte;camas_dnor;camas_disp;falmen48;falmas48;dia_estad;dias_cdis;totegres
17;1701;170150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;2;15;6;2;0;0;0;2;0;0;0;0;0;0;0;0;2;15; ; ;19;19;0;12;2138;6954;900
21;2101;210150;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;8; ; ;11;11;0;0;24;4026;19
01;0101;010150;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;3;1;1964;4392;1335
05;0501;050104;1;5;18;2;2;3;3;1;0;0;0;1;0;0;0;0;0;0;4;0;2;3;3;1;0;0;0;1;0;0;0;0;0;0; ; ;10;10;0;1;560;3650;241
05;0501;050104;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;0;0;646;1460;393
06;0601;060101;13;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;0;269;1825;188
12;1213;121350;12;3;18;2;8;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;8;0;1;2;0;0;0;0;0;0;0;0;0;0; ; ;11;11;0;0;142;4026;136
05;0501;050150;1;5;18;2;1;2;1;1;1;0;0;1;0;0;0;1;0;0;2;0;1;2;1;1;1;0;0;1;0;0;0;1;0;0; ; ;8;8;0;0;773;2920;441
18;1801;180150;1;5;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;13;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;13; ; ;15;15;6;3;1766;5475;1074
18;1801;180150;1;5;18;2;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0; ; ;8;8;1;0;779;2920;441
18;1808;180850;1;5;18;2;12;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;12;1;1;3;0;0;0;0;0;0;0;0;0;0; ; ;17;17;0;0;606;6205;181
18;1801;180150;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16; ; ;16;16;0;1;183;4380;83
18;1801;180150;1;5;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;14;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;14; ; ;16;16;5;9;2172;9490;1141
02;0201;020150;12;3;18;2;2;2;2;3;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;1; ; ;10;9;0;0;612;3294;127
09;0901;090150;17;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ; ;2;2;0;0;15;702;15
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30; ; ;30;30;0;2;1088;10980;368
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;2;2;693;5490;361
09;0901;090150;13;1;18;2;0;0;30;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;0;0;0;0;0;0;0;0;0;0; ; ;45;28;0;2;914;10308;493
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;3;1;466;3660;272
09;0901;090150;12;3;18;2;3;2;2;0;1;0;0;1;0;1;2;2;0;10;0;0;3;2;2;0;1;0;0;1;0;1;2;2;0;10; ; ;24;24;1;0;347;3660;291
09;0901;090150;12;3;18;2;12;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;12;8;2;2;0;0;0;0;0;0;0;0;0;0; ; ;24;24;2;5;450;8784;198
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;93;2196;78
09;0901;090150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;33;4;9;0;0;0;2;0;0;0;0;0;0;0;0;0;33; ; ;35;35;20;82;8368;16861;1798
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;2;6;1143;4453;395
09;0901;090150;12;3;18;2;3;4;6;8;0;0;0;0;0;0;0;0;0;0;0;0;3;4;6;8;0;0;0;0;0;0;0;0;0;0; ; ;21;21;0;1;440;7686;237
09;0901;090150;12;3;18;2;2;2;3;0;1;0;0;1;0;0;0;1;0;0;2;0;2;2;3;0;1;0;0;1;0;0;0;1;0;0; ; ;10;10;0;0;474;3660;458
09;0901;090150;12;3;18;2;0;2;1;0;0;0;0;0;0;0;0;2;1;4;1;1;0;2;1;0;0;0;0;0;0;0;0;2;1;4; ; ;10;10;0;0;29;4392;14
09;0901;090150;17;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3; ; ;3;3;0;0;19;1098;19
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22; ; ;22;22;1;0;175;8052;92
09;0901;090150;12;3;18;2;30;30;25;12;12;4;2;6;5;2;4;4;2;2;15;15;30;30;25;12;12;4;2;6;5;2;4;4;2;2; ; ;140;140;30;135;16502;51100;3351
09;0908;090850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;1;169;2928;38
09;0910;091050;2;1;17;3;7;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;7;0;8;2;0;0;0;0;0;0;0;0;0;0; ; ;17;17;0;1;181;6222;78
09;0910;091050;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;1;2;682;5490;243
09;0910;091050;12;3;18;2;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5; ; ;10;10;1;0;131;3538;62
12;1201;120150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;4;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6; ; ;10;10;0;0;345;3660;212
12;1201;120150;12;3;18;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;0;121;2196;82
12;1205;120550;12;3;18;2;0;0;0;3;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;12; ; ;15;15;0;0;136;5490;92
13;1301;130150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;40;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;40; ; ;40;40;1;1;994;3640;409
13;1303;130350;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;4;2;1181;3660;687
13;1308;130850;12;3;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;6; ;6
13;1308;130850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;4;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;15; ; ;19;19;0;0;397;1729;128
13;1308;130850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16; ; ;16;16;0;0;21;2432;14
23;2301;230150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;82;2928;82
23;2301;230150;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6; ; ;8;8;0;1;158;2928;99
23;2301;230150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;1;0;505;1464;294
24;2402;240250;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7; ; ;7;7;0;0;330;2562;196
02;0201;020150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;0;0;246;3294;137
09;0924;092450;4;1;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;188;2196;160
13;1301;130150;8;2;15;3;0;26;0;14;0;0;0;0;0;0;0;0;21;31;13;7;0;20;0;12;0;0;0;0;0;0;0;0;7;24; ; ;92;63;14;99;18405;23750;3054
13;1303;130350;1;5;6;1;19;14;2;2;0;0;0;0;0;0;0;0;0;0;7;1;19;14;2;2;0;0;0;0;0;0;0;0;0;0; ; ;37;37;5;20;9972;13542;2655
09;0910;091050;12;3;18;2;3;0;4;3;0;0;0;0;0;0;0;0;0;3;1;0;3;0;4;3;0;0;0;0;0;0;0;0;0;3; ; ;13;13;0;0;156;4758;113
09;0910;091050;12;3;18;2;3;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;1;0;0;0;0;0;0;0;0;0;0; ; ;11;11;0;0;928;4026;505
09;0928;092850;4;1;11;1;0;0;0;3;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;6; ; ;9;9;0;0;102;3287;74
13;1308;130801;12;3;18;2;2;1;1;0;0;0;0;2;0;0;1;0;1;0;0;4;3;2;1;0;0;0;0;3;0;0;2;0;1;0; ; ;8;12;6;6;1276;3694;315
23;2301;230150;12;3;18;2;0;0;0;6;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;5; ; ;11;11;0;0;96;4026;77
09;0901;090104;12;3;18;2;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6; ; ;7;7;1;0;100;2458;57
17;1701;170150;12;3;18;2;0;0;0;6;0;0;0;0;0;0;0;0;0;11;1;2;0;0;0;6;0;0;0;0;0;0;0;0;0;11; ; ;17;17;1;3;704;6222;327
17;1701;170151;16;2;17;3;0;0;0;0;0;0;86;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;82;0; ; ;168;168;5;96;43381;61488;493
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;8;6;0;0;28;2103;24
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;0;0;1125;4392;579
17;1705;170550;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;0;4;2537;4380;674
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;943;2928;556
17;1703;170350;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ; ;5;5;0;0;138;1825;92
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;0;2;908;5490;562
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;1;3;1053;3660;560
01;0101;010150;12;3;18;2;0;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0;0;0;0;0;0;0;0;0; ; ;15;15;2;1;1742;5490;1326
01;0101;010150;12;3;17;3;0;0;7;6;0;0;0;0;0;0;0;0;0;3;0;0;0;0;7;6;0;0;0;0;0;0;0;0;0;3; ; ;16;16;0;2;345;5856;259
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18; ; ;18;18;2;1;1915;6588;1235
01;0103;010350;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;2;3;510;3660;297
11;1101;110150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12; ; ;12;12;0;1;94;4392;52
11;1101;110150;1;5;11;1;0;0;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15;0;0;0;0;0;0;0;0;0;0; ; ;27;27;0;0;8193;9882;388
18;1801;180150;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;14; ; ;14;14;1;3;1731;5110;807
18;1801;180150;1;5;17;3;13;14;12;7;3;2;1;3;3;8;4;6;1;0;0;0;13;14;12;7;3;2;1;3;3;8;4;6;1;0; ; ;77;77;1;7;2237;28105;889
18;1801;180150;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;182;2920;77
06;0601;060150;1;5;18;2;2;2;2;4;1;1;0;1;0;0;1;1;0;2;2;2;2;2;2;4;1;1;0;1;0;0;1;1;0;2; ; ;17;17;0;6;1609;6205;850
18;1801;180150;1;5;18;2;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;2;0;0;0;0;0;0;0;0;0;0; ; ;11;11;0;4;1545;4015;843
18;1801;180150;1;5;18;2;6;6;6;2;0;0;0;6;0;0;6;6;0;0;0;0;6;6;6;2;0;0;0;6;0;0;6;6;0;0; ; ;38;38;0;0;168;13870;132
05;0505;050550;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;2;1;464;2920;281
18;1807;180750;1;5;18;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;9;9;0;2;978;3285;431
23;2301;230150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;0;0;49;3294;49
21;2101;210150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;0;0;84;1464;81
17;1702;170250;13;1;18;2;0;0;8;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;5;0;0;0;0;0;0;0;0;0;1; ; ;14;14;0;0;963;5110;308
23;2301;230150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;4;4;1;0;112;1464;112
05;0501;050150;1;5;18;2;5;2;1;1;0;0;0;0;0;0;0;0;0;0;2;0;5;2;1;1;0;0;0;0;0;0;0;0;0;0; ; ;9;9;0;0;342;3285;265
03;0301;030150;12;3;18;2;0;0;3;1;0;0;0;1;0;0;0;0;0;8;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;8; ; ;13;13;1;2;900;4758;573
01;0101;010150;17;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;363;2196;228
09;0901;090150;12;3;18;2;6;1;5;1;0;0;0;0;0;0;0;0;0;0;1;1;6;1;5;1;0;0;0;0;0;0;0;0;0;0; ; ;13;13;0;0;69;4758;38
12;1201;120150;12;3;18;2;3;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;3;5;3;3;0;0;0;0;0;0;0;0;0;0; ; ;14;14;0;0;1069;5552;598
12;1205;120550;12;3;18;2;8;7;10;3;0;0;0;0;0;0;0;0;0;0;0;5;8;7;10;3;0;0;0;0;0;0;0;0;0;0; ; ;28;28;2;1;511;10248;322
12;1210;121050;12;3;18;2;0;0;3;5;0;0;0;0;0;0;0;0;0;30;3;0;0;0;3;5;0;0;0;0;0;0;0;0;0;30; ; ;38;38;1;1;1602;13908;1274
23;2301;230150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0; ; ;10;10;0;0;108;3660;51
17;1701;170150;12;3;18;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0; ; ;2;2;0;0;6;732;5
18;1801;180163;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;1;1;508;5475;240
18;1801;180150;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;2;1;504;2920;234
18;1801;180150;8;2;15;3;0;0;0;0;0;0;0;0;0;0;0;0;30;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;30;0; ; ;30;30;18;28;6256;10950;1617
07;0701;070150;12;3;18;2;5;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;2;0;0;0;0;0;0;0;0;0;0; ; ;9;9;0;0;196;3100;193
07;0701;070150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10; ; ;10;10;0;0;464;3660;433
09;0901;090150;12;3;18;2;0;16;5;4;0;0;0;0;0;0;0;0;0;0;2;0;0;16;5;4;0;0;0;0;0;0;0;0;0;0; ; ;25;25;0;0;113;9150;82
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;77;2196;46
09;0908;090850;12;3;17;3;0;0;2;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;6; ; ;9;9;0;0;73;3294;51
09;0908;090850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;6;0;0;0;28;2196;22
12;1205;120550;12;3;18;2;0;0;0;4;0;0;0;0;0;0;0;0;0;20;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;20; ; ;24;24;1;0;159;8753;98
12;1205;120550;12;3;18;2;0;0;0;4;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;12; ; ;16;16;0;0;100;5428;54
12;1207;120750;12;3;18;2;0;0;0;5;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;11; ; ;16;16;0;0;289;5856;235
12;1208;120850;12;3;18;2;0;2;4;3;0;0;0;1;0;0;0;3;0;0;0;0;0;2;4;3;0;0;0;1;0;0;0;3;0;0; ; ;13;13;0;0;797;4758;402
12;1208;120850;12;3;18;2;0;5;2;1;0;0;0;0;0;0;0;0;0;8;0;0;0;5;2;1;0;0;0;0;0;0;0;0;0;8; ; ;16;16;1;0;2065;6140;1313
12;1210;121050;12;3;18;2;5;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;5;8;3;1;0;0;0;0;0;0;0;0;0;0; ; ;17;17;0;0;301;6222;244
13;1304;130450;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3; ; ;3;3;1;1;148;1098;126
13;1308;130850;12;3;18;2;1;3;1;3;0;0;0;0;0;0;0;0;0;0;2;0;1;3;1;3;0;0;0;0;0;0;0;0;0;0; ; ;8;8;0;0;80;728;80
12;1205;120550;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;14; ; ;16;16;0;0;41;5856;38
17;1708;170850;2;1;18;2;0;0;3;6;0;0;0;0;0;0;0;0;0;11;5;0;0;0;3;6;0;0;0;0;0;0;0;0;0;11; ; ;20;20;1;0;2370;7300;1034
10;1001;100150;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;20;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;20; ; ;21;21;0;2;2057;7686;1081
23;2301;230150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6; ; ;6;6;0;0;51;180;45
17;1705;170550;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15; ; ;15;15;1;1;1646;5475;1057
17;1701;170150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7; ; ;11;11;0;1;659;4026;517
11;1101;110150;12;3;18;2;0;2;0;1;0;0;0;0;0;0;0;0;0;10;3;3;0;2;0;1;0;0;0;0;0;0;0;0;0;10; ; ;13;13;0;0;263;4758;212
12;1201;120150;12;3;18;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;0;48;2196;48
12;1205;120550;12;3;18;2;0;0;10;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0; ; ;11;11;0;0;204;4026;133
12;1205;120550;12;3;18;2;10;2;1;6;0;0;0;0;0;0;1;0;0;0;2;0;10;2;1;6;0;0;0;0;0;0;1;0;0;0; ; ;20;20;0;0;319;7320;201
13;1308;130850;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;2;347;240;311
09;0906;090650;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8; ; ;8;8;0;0;381;2928;345
12;1205;120550;12;3;18;2;11;0;1;2;0;0;0;0;0;0;0;0;0;0;2;2;11;0;1;2;0;0;0;0;0;0;0;0;0;0; ; ;14;14;12;3;165;420;131
23;2301;230150;12;3;18;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0; ; ;4;4;0;0;225;1464;45
05;0502;050250;1;5;18;2;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0; ; ;9;9;0;1;281;3285;161
11;1101;110150;12;3;18;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0; ; ;6;6;0;2;305;1464;169
07;0701;070150;12;3;18;2;1;2;2;3;0;0;0;0;0;0;0;0;0;2;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;2; ; ;10;10;0;0;183;3650;183
07;0701;070150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9; ; ;9;9;3;0;133;3168;126
07;0702;070250;12;3;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5; ; ;7;7;0;0;155;2196;96
09;0901;090150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14; ; ;14;14;0;0;91;5177;76
12;1201;120150;4;1;17;3;0;0;15;8;0;0;0;0;0;0;0;0;0;5;0;0;0;0;15;8;0;0;0;0;0;0;0;0;0;5; ; ;28;28;0;1;2180;10248;1098
12;1205;120550;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7; ; ;8;8;0;1;300;2928;162
12;1210;121050;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;15;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;15; ; ;16;16;0;0;52;2448;26
23;2301;230150;13;1;18;2;0;0;0;2;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10; ; ;12;12;0;0;533;330;533
17;1701;170150;12;3;18;2;0;0;0;8;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;8;0;0;0;0;0;0;0;0;0;10; ; ;18;18;0;0;347;6588;244
06;0601;060150;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;23;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23; ; ;23;23;10;34;4737;8395;922
01;0101;010150;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4; ; ;7;4;0;1;104;1337;85
11;1101;110150;12;3;18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5; ; ;6;6;0;0;40;2190;22
